SrNo.,Job ID,Institution,URL,list id,location,Job Title,advice,agency,agent,analytics,asset,authentication,automation,business,cash,chief,collaborative,connectivity,contract,corporate,credit,currency,cyber,data,development,digital,director,electronic,equity,executive,expertise,finance,financial,framework,fraud,funding,global,identity,income,information,insurance,integration,interest,internal,investment,investor,leader,legal,lending,liquidity,loan,loss,management,manager,managing,manual,market,network,officer,operating,operational,payment,personal,policy,portfolio,pricing,product,quality,rate,regulatory,reporting,research,resource,revenue,sale,security,senior,service,settlement,social,structure,system,tax,technology,trading,transaction
54, P152508_S1,Discover Financials,https://jobs.discover.com/job/9188525/senior-data-analyst-phoenix-az/,1,"Phoenix, AZ",Senior Data Analyst,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55, P118496_S1,Discover Financials,https://jobs.discover.com/job/9050858/lead-java-developer-riverwoods-il/,1,"Riverwoods, IL",Lead Java Developer,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56, P159858_S1,Discover Financials,https://jobs.discover.com/job/9182078/ccps-analyst-new-albany-oh/,1,"New Albany, OH",CCPS Analyst,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,3,0,1,0,2
57, P102164_S5,Discover Financials,https://jobs.discover.com/job/9182076/lead-fraud-strategy-specialist-riverwoods-il/,1,"Riverwoods, IL",Lead Fraud Strategy Specialist,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
58, P191918_S2,Discover Financials,https://jobs.discover.com/job/9182081/api-devops-engineer-riverwoods-il/,1,"Riverwoods, IL",API/DevOps Engineer,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,2,0,0
59,b ID: 46756,Discover Financials,https://jobs.discover.com/job/9182075/lead-cecl-model-development-riverwoods-il/,1,"Riverwoods, IL","Lead, CECL Model Development",0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60, P177487_S2,Discover Financials,https://jobs.discover.com/job/9182079/product-owner-riverwoods-il/,1,"Riverwoods, IL",Product Owner,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,1,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61, P179055_S2,Discover Financials,https://jobs.discover.com/job/9182080/product-owner-riverwoods-il/,1,"Riverwoods, IL",Product Owner,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0
62, P196200_S1,Discover Financials,https://jobs.discover.com/job/9182082/lead-data-analyst-riverwoods-il/,1,"Riverwoods, IL",Lead Data Analyst,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63, P198925,Discover Financials,https://jobs.discover.com/job/9170473/principle-database-system-engineer-riverwoods-il/,1,"Riverwoods, IL",Principle Database System Engineer,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0
64, P110087_S1,Discover Financials,https://jobs.discover.com/job/9171993/senior-manager-ebusiness-site-marketing-riverwoods-il/,1,"Riverwoods, IL","Senior Manager, EBusiness Site Marketing",0,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
65, P198697,Discover Financials,https://jobs.discover.com/job/9171995/customer-service-representative-day-shift-west-valley-city-ut/,1,"West Valley City, UT",Customer Service Representative – Day Shift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0
66, P176898_S2,Discover Financials,https://jobs.discover.com/job/9171994/lead-user-experience-designer-riverwoods-il/,1,"Riverwoods, IL",Lead User Experience Designer,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67, P198820,Discover Financials,https://jobs.discover.com/job/9171996/lead-data-engineer-riverwoods-il/,1,"Riverwoods, IL",Lead Data Engineer,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,28,2,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0
68, P120853,Discover Financials,https://jobs.discover.com/job/8927377/lead-human-resources-workday-analyst-riverwoods-il/,1,"Riverwoods, IL",Lead Human Resources Workday Analyst,0,0,0,1,0,0,0,11,0,0,1,0,0,1,0,0,0,11,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,3,0,0,0,0,1,1,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,2,0,0,0,0,6,0,2,0,0,1,6,0,4,0,0
69, P198311,Discover Financials,https://jobs.discover.com/job/9065010/salesforce-lead-business-analyst-phoenix-az/,1,"Phoenix, AZ",SalesForce Lead Business Analyst,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0
70, P197144,Discover Financials,https://jobs.discover.com/job/9168942/senior-programmer-riverwoods-il/,1,"Riverwoods, IL",Senior Programmer,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0
71,b ID: 46069,Discover Financials,https://jobs.discover.com/job/8936175/senior-software-engineer-riverwoods-il/,1,"Riverwoods, IL",Senior Software Engineer,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72, P195974_S2,Discover Financials,https://jobs.discover.com/job/9168941/senior-content-marketing-operations-specialist-riverwoods-il/,1,"Riverwoods, IL",Senior Content Marketing Operations Specialist,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
73, P196213,Discover Financials,https://jobs.discover.com/job/8882109/senior-talent-specialist-riverwoods-il/,1,"Riverwoods, IL",Senior Talent Specialist,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
74, P115754,Discover Financials,https://jobs.discover.com/job/9162373/devops-engineer-chicago-il/,1,"Chicago, IL",DevOps Engineer,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
75,: P25760_S2,Discover Financials,https://jobs.discover.com/job/9162377/senior-credit-risk-analyst-riverwoods-il/,1,"Riverwoods, IL",Senior Credit Risk Analyst,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76, ID: P25998,Discover Financials,https://jobs.discover.com/job/9162378/lead-banking-business-analyst-riverwoods-il/,1,"Riverwoods, IL",Lead Banking Business Analyst,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
77, P198656,Discover Financials,https://jobs.discover.com/job/9155803/senior-manager-operations-strategy-riverwoods-il/,1,"Riverwoods, IL",Senior Manager Operations Strategy,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
78, P198826,Discover Financials,https://jobs.discover.com/job/9155805/senior-lean-change-agent-riverwoods-il/,1,"Riverwoods, IL",Senior LEAN Change Agent,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79, P117206,Discover Financials,https://jobs.discover.com/job/9155802/director-senior-counsel-executive-compensation-riverwoods-il/,1,"Riverwoods, IL",Director & Senior Counsel Executive Compensation,1,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
80, P197384,Discover Financials,https://jobs.discover.com/job/8945754/background-investigator-new-castle-de/,1,"New Castle, DE",Background Investigator,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
81, P198825,Discover Financials,https://jobs.discover.com/job/9155804/lean-change-agent-riverwoods-il/,1,"Riverwoods, IL",LEAN Change Agent,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
82, P198835,Discover Financials,https://jobs.discover.com/job/9155806/account-specialist-new-albany-oh/,1,"New Albany, OH",Account Specialist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0
83, P197572,Discover Financials,https://jobs.discover.com/job/8963711/ccps-analyst-buckeye-oh/,1,"Buckeye, OH",CCPS Analyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2
84, P198138,Discover Financials,https://jobs.discover.com/job/9158707/associate-production-operator-salt-lake-city-ut/,1,"Salt Lake City, UT",Associate Production Operator,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
85, P127232_S2,Discover Financials,https://jobs.discover.com/job/9158702/lead-data-analyst-riverwoods-il/,1,"Riverwoods, IL",Lead Data Analyst,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,13,2,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86, P139242_S1,Discover Financials,https://jobs.discover.com/job/9158704/disputes-senior-product-manager-riverwoods-il/,1,"Riverwoods, IL",Disputes Senior Product Manager,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,2
87, P196920,Discover Financials,https://jobs.discover.com/job/9150332/campaign-unica-execution-support-programmer-riverwoods-il/,1,"Riverwoods, IL",Campaign Unica Execution & Support Programmer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88, P196919,Discover Financials,https://jobs.discover.com/job/9150331/senior-unica-programmer-riverwoods-il/,1,"Riverwoods, IL",Senior Unica Programmer,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,0
89, P197126,Discover Financials,https://jobs.discover.com/job/9150333/lead-robotic-process-automation-analyst-riverwoods-il/,1,"Riverwoods, IL",Lead Robotic Process Automation Analyst,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0
90, P108921_S1,Discover Financials,https://jobs.discover.com/job/9153839/lead-business-systems-support-specialist-riverwoods-il/,1,"Riverwoods, IL",Lead Business Systems Support Specialist,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
91,: P25975_S3,Discover Financials,https://jobs.discover.com/job/9153844/lead-bt-risk-compliance-analyst-riverwoods-il/,1,"Riverwoods, IL",Lead BT Risk & Compliance Analyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92, P198795,Discover Financials,https://jobs.discover.com/job/9153842/personal-loan-rep-phoenix-az/,1,"Phoenix, AZ",Personal Loan Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93, P172860_S1,Discover Financials,https://jobs.discover.com/job/9062317/manager-r-d-for-global-payments-innovation-riverwoods-il/,1,"Riverwoods, IL",Manager R&D for Global Payments Innovation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2
94,b ID: 46649,Discover Financials,https://jobs.discover.com/job/9147651/lead-compliance-specialist-salt-lake-city-ut/,1,"Salt Lake City, UT",Lead Compliance Specialist,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0
95,b ID: 46651,Discover Financials,https://jobs.discover.com/job/9147653/principal-compliance-specialist-salt-lake-city-ut/,1,"Salt Lake City, UT",Principal Compliance Specialist,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
96,b ID: 46653,Discover Financials,https://jobs.discover.com/job/9147655/principal-compliance-specialist-riverwoods-il/,1,"Riverwoods, IL",Principal Compliance Specialist,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
97, P126865,Discover Financials,https://jobs.discover.com/job/9147659/principal-collections-analytics-riverwoods-il/,1,"Riverwoods, IL",Principal Collections Analytics,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
98, P158678_S4,Discover Financials,https://jobs.discover.com/job/9147660/director-business-insights-and-remediation-analytics-riverwoods-il/,1,"Riverwoods, IL","Director, Business Insights and Remediation Analytics",0,0,0,3,0,0,0,16,0,0,1,0,0,0,2,0,0,3,0,0,1,0,0,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
99, P197686,Discover Financials,https://jobs.discover.com/job/9147666/process-improvement-analyst-new-albany-oh/,1,"New Albany, OH",Process Improvement Analyst,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100, P198261,Discover Financials,https://jobs.discover.com/job/9147668/principal-scrum-master-riverwoods-il/,1,"Riverwoods, IL",Principal SCRUM Master,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
101, P197580,Discover Financials,https://jobs.discover.com/job/9147664/fraud-modeling-senior-manager-phoenix-az/,1,"Phoenix, AZ",Fraud Modeling Senior Manager,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
102,b ID: 46650,Discover Financials,https://jobs.discover.com/job/9147652/lead-compliance-specialist-riverwoods-il/,1,"Riverwoods, IL",Lead Compliance Specialist,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0
103,b ID: 46652,Discover Financials,https://jobs.discover.com/job/9147654/principal-compliance-specialist-new-albany-oh/,1,"New Albany, OH",Principal Compliance Specialist,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104, P196822_S1,Discover Financials,https://jobs.discover.com/job/9147663/digital-marketing-campaign-management-riverwoods-il/,1,"Riverwoods, IL",Digital Marketing Campaign Management,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
105, P197685,Discover Financials,https://jobs.discover.com/job/9147665/process-improvement-analyst-riverwoods-il/,1,"Riverwoods, IL",Process Improvement Analyst,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,b ID: 46648,Discover Financials,https://jobs.discover.com/job/9147650/lead-compliance-specialist-phoenix-az/,1,"Phoenix, AZ",Lead Compliance Specialist,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0
107, P121886,Discover Financials,https://jobs.discover.com/job/9147658/collection-strategy-and-analytics-manager-phoenix-az/,1,"Phoenix, AZ",Collection Strategy and Analytics Manager,0,0,0,4,0,0,0,8,0,0,2,0,0,0,1,0,0,3,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108, P197714,Discover Financials,https://jobs.discover.com/job/9147667/model-risk-management-and-governance-consultant-riverwoods-il/,1,"Riverwoods, IL",Model Risk Management and Governance Consultant,0,0,0,7,0,0,0,5,0,0,1,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
109,b ID: 46620,Discover Financials,https://jobs.discover.com/job/9134534/lead-cloud-engineer-chicago-il/,1,"Chicago, IL",Lead Cloud Engineer,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0
110,b ID: 46621,Discover Financials,https://jobs.discover.com/job/9134535/lead-cloud-engineer-new-albany-oh/,1,"New Albany, OH",Lead Cloud Engineer,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0
